Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-20 09:30:00-04:00,147.44000244140625,147.66000366210938,147.02000427246094,147.125,4696771,0,0
2021-08-20 09:35:00-04:00,147.0,147.25799560546875,146.8699951171875,147.2270965576172,1690254,0,0
2021-08-20 09:40:00-04:00,147.25,147.3300018310547,146.8000030517578,147.11000061035156,1272114,0,0
2021-08-20 09:45:00-04:00,147.25,147.5399932861328,147.1699981689453,147.27000427246094,1626767,0,0
2021-08-20 09:50:00-04:00,147.4259033203125,147.69000244140625,147.37989807128906,147.58999633789062,1323309,0,0
2021-08-20 09:55:00-04:00,147.58999633789062,147.77000427246094,147.41099548339844,147.48309326171875,1066510,0,0
2021-08-20 10:00:00-04:00,147.49000549316406,147.74000549316406,147.35000610351562,147.5399932861328,956493,0,0
2021-08-20 10:05:00-04:00,147.53199768066406,147.72999572753906,147.52999877929688,147.61570739746094,832299,0,0
2021-08-20 10:10:00-04:00,147.6199951171875,147.83999633789062,147.57000732421875,147.63999938964844,821784,0,0
2021-08-20 10:15:00-04:00,147.6383056640625,148.07000732421875,147.49000549316406,148.00999450683594,1238954,0,0
2021-08-20 10:20:00-04:00,148.01499938964844,148.3300018310547,147.99000549316406,148.27699279785156,1189864,0,0
2021-08-20 10:25:00-04:00,148.27499389648438,148.3300018310547,147.9499969482422,148.0800018310547,906516,0,0
2021-08-20 10:30:00-04:00,148.0800018310547,148.28500366210938,148.0500030517578,148.2700958251953,726725,0,0
2021-08-20 10:35:00-04:00,148.27000427246094,148.5,148.2021942138672,148.25999450683594,1228858,0,0
2021-08-20 10:40:00-04:00,148.25,148.36000061035156,148.1300048828125,148.17999267578125,687745,0,0
2021-08-20 10:45:00-04:00,148.19500732421875,148.2299041748047,147.97999572753906,148.03500366210938,764493,0,0
2021-08-20 10:50:00-04:00,148.0399932861328,148.0800018310547,147.7899932861328,147.92999267578125,662537,0,0
2021-08-20 10:55:00-04:00,147.9248046875,148.07000732421875,147.86000061035156,147.87069702148438,582986,0,0
2021-08-20 11:00:00-04:00,147.8699951171875,147.97999572753906,147.77000427246094,147.77000427246094,462620,0,0
2021-08-20 11:05:00-04:00,147.7799072265625,147.97000122070312,147.75010681152344,147.94110107421875,468906,0,0
2021-08-20 11:10:00-04:00,147.94000244140625,147.99000549316406,147.7949981689453,147.91990661621094,560102,0,0
2021-08-20 11:15:00-04:00,147.91720581054688,147.9600067138672,147.7100067138672,147.75999450683594,434321,0,0
2021-08-20 11:20:00-04:00,147.75999450683594,147.86000061035156,147.6999969482422,147.8249969482422,421456,0,0
2021-08-20 11:25:00-04:00,147.8300018310547,147.9600067138672,147.7301025390625,147.7550048828125,408299,0,0
2021-08-20 11:30:00-04:00,147.75,147.99989318847656,147.6999969482422,147.98719787597656,417611,0,0
2021-08-20 11:35:00-04:00,147.97999572753906,148.03500366210938,147.5800018310547,147.60989379882812,651463,0,0
2021-08-20 11:40:00-04:00,147.60499572753906,147.6199951171875,147.3800048828125,147.4600067138672,719518,0,0
2021-08-20 11:45:00-04:00,147.4720001220703,147.47689819335938,147.2899932861328,147.35000610351562,698227,0,0
2021-08-20 11:50:00-04:00,147.36000061035156,147.4300994873047,147.2200927734375,147.2899932861328,555101,0,0
2021-08-20 11:55:00-04:00,147.28799438476562,147.3699951171875,147.1199951171875,147.35000610351562,660993,0,0
2021-08-20 12:00:00-04:00,147.34500122070312,147.56900024414062,147.24000549316406,147.5399932861328,616240,0,0
2021-08-20 12:05:00-04:00,147.5500030517578,147.58799743652344,147.42999267578125,147.4385986328125,467892,0,0
2021-08-20 12:10:00-04:00,147.43499755859375,147.47000122070312,147.27999877929688,147.41619873046875,425977,0,0
2021-08-20 12:15:00-04:00,147.4149932861328,147.64999389648438,147.3699951171875,147.5800018310547,509675,0,0
2021-08-20 12:20:00-04:00,147.5850067138672,147.6649932861328,147.50999450683594,147.64999389648438,282482,0,0
2021-08-20 12:25:00-04:00,147.64999389648438,147.80999755859375,147.5926971435547,147.8000030517578,469610,0,0
2021-08-20 12:30:00-04:00,147.8094940185547,147.91990661621094,147.7899932861328,147.8800048828125,462789,0,0
2021-08-20 12:35:00-04:00,147.87120056152344,147.9698944091797,147.86500549316406,147.91909790039062,399348,0,0
2021-08-20 12:40:00-04:00,147.9149932861328,147.94000244140625,147.75999450683594,147.851806640625,555224,0,0
2021-08-20 12:45:00-04:00,147.85299682617188,148.02499389648438,147.80999755859375,147.97000122070312,536529,0,0
2021-08-20 12:50:00-04:00,147.96670532226562,148.07000732421875,147.9199981689453,147.9600067138672,497606,0,0
2021-08-20 12:55:00-04:00,147.9550018310547,148.0,147.8300018310547,147.89500427246094,326972,0,0
2021-08-20 13:00:00-04:00,147.91000366210938,147.9499969482422,147.8300018310547,147.93499755859375,286847,0,0
2021-08-20 13:05:00-04:00,147.93499755859375,147.97689819335938,147.88499450683594,147.9324951171875,216008,0,0
2021-08-20 13:10:00-04:00,147.94000244140625,148.0,147.85000610351562,148.0,331996,0,0
2021-08-20 13:15:00-04:00,148.0,148.00999450683594,147.91000366210938,147.9250030517578,257371,0,0
2021-08-20 13:20:00-04:00,147.92820739746094,148.02000427246094,147.89999389648438,148.0175018310547,255420,0,0
2021-08-20 13:25:00-04:00,148.0128936767578,148.0299072265625,147.86669921875,147.91769409179688,253747,0,0
2021-08-20 13:30:00-04:00,147.91200256347656,147.9949951171875,147.86500549316406,147.87669372558594,532384,0,0
2021-08-20 13:35:00-04:00,147.87010192871094,147.8800048828125,147.77999877929688,147.77999877929688,379620,0,0
2021-08-20 13:40:00-04:00,147.77999877929688,147.8300018310547,147.72000122070312,147.77999877929688,314871,0,0
2021-08-20 13:45:00-04:00,147.77999877929688,147.78990173339844,147.60000610351562,147.61000061035156,398909,0,0
2021-08-20 13:50:00-04:00,147.60000610351562,147.69000244140625,147.5500030517578,147.67999267578125,398742,0,0
