Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-16 09:30:00-04:00,148.74000549316406,149.55679321289062,148.6999969482422,149.55499267578125,3820151,0,0
2021-08-16 09:35:00-04:00,149.75,150.25999450683594,149.4199981689453,150.21499633789062,5741601,0,0
2021-08-16 09:40:00-04:00,150.5,150.5800018310547,150.00999450683594,150.23989868164062,3375342,0,0
2021-08-16 09:45:00-04:00,150.25,150.46499633789062,149.72999572753906,149.97000122070312,3290842,0,0
2021-08-16 09:50:00-04:00,149.5,149.57000732421875,148.26499938964844,148.35499572753906,3495894,0,0
2021-08-16 09:55:00-04:00,148.25,148.74000549316406,148.22999572753906,148.63999938964844,2085463,0,0
2021-08-16 10:00:00-04:00,148.63999938964844,148.89889526367188,148.52000427246094,148.8800048828125,1550320,0,0
2021-08-16 10:05:00-04:00,148.88290405273438,148.88290405273438,148.4199981689453,148.4600067138672,1149817,0,0
2021-08-16 10:10:00-04:00,148.44500732421875,148.58999633789062,147.16000366210938,147.26620483398438,2799386,0,0
2021-08-16 10:15:00-04:00,147.25,147.7100067138672,147.08999633789062,147.33999633789062,1999473,0,0
2021-08-16 10:20:00-04:00,147.3300018310547,147.5299072265625,147.0399932861328,147.0760040283203,1586574,0,0
2021-08-16 10:25:00-04:00,147.07000732421875,147.13999938964844,146.66000366210938,146.80999755859375,2143615,0,0
2021-08-16 10:30:00-04:00,146.79119873046875,147.24000549316406,146.47000122070312,147.11900329589844,1651440,0,0
2021-08-16 10:35:00-04:00,147.1199951171875,147.22000122070312,146.80999755859375,146.83999633789062,1298427,0,0
2021-08-16 10:40:00-04:00,146.8300018310547,147.10499572753906,146.77999877929688,147.0615997314453,986099,0,0
2021-08-16 10:45:00-04:00,147.07000732421875,147.24000549316406,146.91690063476562,147.22000122070312,878770,0,0
2021-08-16 10:50:00-04:00,147.2100067138672,147.22999572753906,146.55999755859375,146.83009338378906,1416120,0,0
2021-08-16 10:55:00-04:00,146.8300018310547,147.10000610351562,146.6999969482422,147.0850067138672,998958,0,0
2021-08-16 11:00:00-04:00,147.0850067138672,147.32989501953125,147.02999877929688,147.20150756835938,899979,0,0
2021-08-16 11:05:00-04:00,147.1999969482422,147.41000366210938,147.02999877929688,147.31500244140625,946092,0,0
2021-08-16 11:10:00-04:00,147.30999755859375,147.4600067138672,147.17999267578125,147.4600067138672,698906,0,0
2021-08-16 11:15:00-04:00,147.47000122070312,147.67999267578125,147.41009521484375,147.52999877929688,854772,0,0
2021-08-16 11:20:00-04:00,147.5399932861328,147.6300048828125,147.3699951171875,147.39500427246094,573546,0,0
2021-08-16 11:25:00-04:00,147.38499450683594,147.74000549316406,147.36000061035156,147.71499633789062,654190,0,0
2021-08-16 11:30:00-04:00,147.71499633789062,147.90499877929688,147.58999633789062,147.90499877929688,823873,0,0
2021-08-16 11:35:00-04:00,147.91000366210938,148.09500122070312,147.8699951171875,148.05499267578125,898644,0,0
2021-08-16 11:40:00-04:00,148.05999755859375,148.3300018310547,148.0500030517578,148.22000122070312,844995,0,0
2021-08-16 11:45:00-04:00,148.22000122070312,148.39999389648438,148.16000366210938,148.38999938964844,560630,0,0
2021-08-16 11:50:00-04:00,148.38499450683594,148.5500030517578,148.3300018310547,148.3300018310547,947005,0,0
2021-08-16 11:55:00-04:00,148.33999633789062,148.44000244140625,148.24000549316406,148.3249969482422,657153,0,0
2021-08-16 12:00:00-04:00,148.3292999267578,148.54989624023438,148.2740020751953,148.5050048828125,540200,0,0
2021-08-16 12:05:00-04:00,148.50399780273438,148.67999267578125,148.5,148.64999389648438,586012,0,0
2021-08-16 12:10:00-04:00,148.64010620117188,148.8300018310547,148.60000610351562,148.75039672851562,728095,0,0
2021-08-16 12:15:00-04:00,148.75900268554688,148.8350067138672,148.72000122070312,148.72999572753906,543787,0,0
2021-08-16 12:20:00-04:00,148.72999572753906,148.8000030517578,148.6999969482422,148.7191925048828,488948,0,0
2021-08-16 12:25:00-04:00,148.7100067138672,148.74000549316406,148.5800018310547,148.63999938964844,484027,0,0
2021-08-16 12:30:00-04:00,148.64830017089844,148.9199981689453,148.64500427246094,148.83009338378906,728391,0,0
2021-08-16 12:35:00-04:00,148.83200073242188,149.0,148.7899932861328,148.9149932861328,705821,0,0
2021-08-16 12:40:00-04:00,148.9149932861328,149.25,148.89999389648438,149.1844940185547,1171467,0,0
2021-08-16 12:45:00-04:00,149.18789672851562,149.55999755859375,149.17999267578125,149.5449981689453,1174624,0,0
2021-08-16 12:50:00-04:00,149.5399932861328,149.65499877929688,149.3699951171875,149.63999938964844,1085653,0,0
2021-08-16 12:55:00-04:00,149.63999938964844,149.72999572753906,149.4499969482422,149.4949951171875,949149,0,0
2021-08-16 13:00:00-04:00,149.5,149.64739990234375,149.49000549316406,149.52999877929688,618924,0,0
2021-08-16 13:05:00-04:00,149.5399932861328,149.60989379882812,149.25,149.53759765625,1055571,0,0
2021-08-16 13:10:00-04:00,149.52999877929688,149.53500366210938,149.27999877929688,149.28500366210938,451550,0,0
2021-08-16 13:15:00-04:00,149.289794921875,149.3798065185547,149.1999969482422,149.28880310058594,673260,0,0
2021-08-16 13:20:00-04:00,149.2899932861328,149.41000366210938,149.19000244140625,149.3798065185547,652069,0,0
2021-08-16 13:25:00-04:00,149.36500549316406,149.55999755859375,149.33990478515625,149.40499877929688,539894,0,0
2021-08-16 13:30:00-04:00,149.41000366210938,149.61990356445312,149.33999633789062,149.60240173339844,533523,0,0
2021-08-16 13:35:00-04:00,149.60989379882812,149.88999938964844,149.5800018310547,149.8101043701172,1041464,0,0
2021-08-16 13:40:00-04:00,149.82000732421875,150.1999969482422,149.81210327148438,150.07069396972656,1848835,0,0
2021-08-16 13:45:00-04:00,150.0749969482422,150.25,150.0,150.2100067138672,1201850,0,0
2021-08-16 13:50:00-04:00,150.2100067138672,150.47999572753906,150.1300048828125,150.40499877929688,1734685,0,0
2021-08-16 13:55:00-04:00,150.39999389648438,150.67999267578125,150.3699951171875,150.50570678710938,1505165,0,0
2021-08-16 14:00:00-04:00,150.5019989013672,150.51600646972656,150.1199951171875,150.13999938964844,1155226,0,0
2021-08-16 14:05:00-04:00,150.1345977783203,150.4949951171875,150.13009643554688,150.36329650878906,916801,0,0
2021-08-16 14:10:00-04:00,150.3699951171875,150.47000122070312,150.2469940185547,150.28819274902344,740875,0,0
2021-08-16 14:15:00-04:00,150.2877960205078,150.57000732421875,150.25,150.5500030517578,852997,0,0
