Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-08,0.10060006380081177,0.10103743110922511,0.10060006380081177,0.10060006380081177,469033600.0,0.0,0.0
1980-12-15,0.09578905142221791,0.09928796022052164,0.08835307236083349,0.09885059297084808,490134400.0,0.0,0.0
1980-12-22,0.10366160594000126,0.12465665814740377,0.10366160594000126,0.12421929091215134,187891200.0,0.0,0.0
1980-12-29,0.12596878205253514,0.12640614940541647,0.11940831847786132,0.12072040885686874,219452800.0,0.0,0.0
1981-01-05,0.11853355758375317,0.11853355758375317,0.10584921805406157,0.11153494566679001,197904000.0,0.0,0.0
1981-01-12,0.11153489924823877,0.11153489924823877,0.10672389647061979,0.10847335308790207,88502400.0,0.0,0.0
1981-01-19,0.11503389071619377,0.11590862545954779,0.11153497510205194,0.11459652334451675,134332800.0,0.0,0.0
1981-01-26,0.11328440130847382,0.11328440130847382,0.09885059297084808,0.09885059297084808,166588800.0,0.0,0.0
1981-02-02,0.09360223942455767,0.10103743110922511,0.09316487795596204,0.10060006380081177,92579200.0,0.0,0.0
1981-02-09,0.0962264391274012,0.0962264391274012,0.0892278254032135,0.0892278254032135,74659200.0,0.0,0.0
1981-02-16,0.09141464173502337,0.09622643597508125,0.08485417813062668,0.08485417813062668,78198400.0,0.0,0.0
1981-02-23,0.08616626765726583,0.09360224843297532,0.0831047195629954,0.09272751957178116,76182400.0,0.0,0.0
1981-03-02,0.09316490119228676,0.09360226276996506,0.08966519683599472,0.08966519683599472,58620800.0,0.0,0.0
1981-03-09,0.08310471245728901,0.08310471245728901,0.0756687323173785,0.07785555720329285,364112000.0,0.0,0.0
1981-03-16,0.08091790294783638,0.0909772822571088,0.08091790294783638,0.09010255336761475,170329600.0,0.0,0.0
1981-03-23,0.093602239355318,0.09447696813167991,0.08660362660884857,0.08660362660884857,81760000.0,0.0,0.0
1981-03-30,0.08660363500777205,0.09316488692228739,0.08485417728538372,0.09272751957178116,107856000.0,0.0,0.0
1981-04-06,0.09141464044796102,0.09797589233545538,0.09010255008148245,0.0975385308265686,101404800.0,0.0,0.0
1981-04-13,0.09753850424869667,0.09797586563840861,0.08747833967208862,0.08747833967208862,80640000.0,0.0,0.0
1981-04-20,0.09010253587405742,0.10278688192480037,0.09010253587405742,0.10147479176521301,175952000.0,0.0,0.0
1981-04-27,0.10103742937825622,0.10103742937825622,0.0975385201699812,0.0992879718542099,113523200.0,0.0,0.0
1981-05-04,0.0992879927587289,0.0992879927587289,0.0957890828137784,0.09797590225934982,68208000.0,0.0,0.0
1981-05-11,0.09622642397880554,0.09753852004000058,0.09403960499657062,0.09622642397880554,30934400.0,0.0,0.0
1981-05-18,0.0979758529414174,0.11066020173194342,0.09622639592965382,0.10978546738624573,106512000.0,0.0,0.0
1981-05-25,0.10978544415082261,0.11634669785134248,0.1093480887501692,0.11590854823589325,368211200.0,0.0,0.0
1981-06-01,0.11590866753457595,0.11634681760098994,0.11022292467775262,0.11066029220819473,244876800.0,0.0,0.0
1981-06-08,0.10716131776469058,0.11547123798140031,0.1067239504691703,0.11372178047895432,303094400.0,0.0,0.0
1981-06-15,0.11372178181287515,0.11372178181287515,0.10584922879934311,0.10584922879934311,259145600.0,0.0,0.0
1981-06-22,0.10234953378103245,0.10453714144463469,0.10103744337612765,0.10191217809915543,96947200.0,0.0,0.0
1981-06-29,0.09928798632306837,0.09928798632306837,0.09010255336761475,0.09010255336761475,247251200.0,0.0,0.0
1981-07-06,0.08791571786259214,0.09185278285689392,0.07785555720329285,0.07785555720329285,137043200.0,0.0,0.0
1981-07-13,0.07960581540509064,0.0909772922129141,0.07960581540509064,0.09053992480039597,111529600.0,0.0,0.0
1981-07-20,0.08485417904556462,0.08485417904556462,0.07916765587428451,0.08397945016622543,141568000.0,0.0,0.0
1981-07-27,0.08747833967208862,0.08791570106180055,0.08310469657588591,0.08747833967208862,76540800.0,0.0,0.0
1981-08-03,0.08747836115418361,0.09097727649037576,0.08660363232013557,0.08835308998823166,81334400.0,0.0,0.0
1981-08-10,0.0883530958845354,0.0883530958845354,0.08004317432641983,0.08004317432641983,149408000.0,0.0,0.0
1981-08-17,0.07829290663134307,0.07829290663134307,0.07042035460472107,0.07042035460472107,115606400.0,0.0,0.0
1981-08-24,0.06648329021613053,0.07085771601072591,0.06604592297030881,0.07042035460472107,161324800.0,0.0,0.0
1981-08-31,0.07042036128489834,0.07654345658871292,0.07042036128489834,0.07129509001970291,150080000.0,0.0,0.0
1981-09-07,0.0695456348907439,0.06998299635295745,0.06867090612649918,0.06867090612649918,108326400.0,0.0,0.0
1981-09-14,0.066920650004952,0.066920650004952,0.06167227822082323,0.06210964545607567,112246400.0,0.0,0.0
1981-09-21,0.0625470094881256,0.06298437674181485,0.049862664192914956,0.04986266419291496,177564800.0,0.0,0.0
1981-09-28,0.050300049107302916,0.05817339916913177,0.050300049107302916,0.05773603171110153,342585600.0,0.0,0.0
1981-10-05,0.05948544309920183,0.06604590309360303,0.05904808182482215,0.06517117470502853,195910400.0,0.0,0.0
1981-10-12,0.06735883373508525,0.06823356280677428,0.06342176745673649,0.06385913491249084,168425600.0,0.0,0.0
1981-10-19,0.06517121504027257,0.06910828068068953,0.06517121504027257,0.06648331135511398,193401600.0,0.0,0.0
1981-10-26,0.06648330747253152,0.07042037288302638,0.06648330747253152,0.06998300552368164,240262400.0,0.0,0.0
1981-11-02,0.06998298906662212,0.07042035632311645,0.06254700988927288,0.06298437714576721,137065600.0,0.0,0.0
1981-11-09,0.06385910840215446,0.06867090175463446,0.06342174112796783,0.06342174112796783,125507200.0,0.0,0.0
